
Param1,Param2,Power,Gamma Point,Harmonic Number,A1 Real,A1 Imaginary,B1 Real,B1 Imaginary,A2 Real,A2 Imaginary,B2 Real,B2 Imaginary,V1,I1,V2,I2,,,,,,,,,,,,,,,,
0.1,4,-26,12,1,0.070879,3.53E-09,-0.017031,-0.052646,0.0080488,-0.06781,-0.022876,0.20047,-0.3,2.6E-09,3,0.038028,,,,,,,,,,,,,,,,
0.1,4,-26,12,2,4.32E-10,-1.65E-11,0.0022422,0.0020784,2.8E-05,-7.11E-05,0.010161,0.0040111,-0.3,2.6E-09,3,0.038028,,,,,,,,,,,,,,,,
0.1,4,-26,12,3,-1.39E-11,1.03E-10,-0.00058261,0.00044459,1.8E-05,1.8E-05,-0.0017187,0.0017198,-0.3,2.6E-09,3,0.038028,,,,,,,,,,,,,,,,
0.1,4,-25,12,1,0.079527,3.9E-09,-0.018766,-0.059445,0.0090484,-0.074852,-0.025735,0.22129,-0.3,8.37E-09,3,0.039464,,,,,,,,,,,,,,,,
0.1,4,-25,12,2,5.61E-10,-2.57E-11,0.00293,0.0026792,3.58E-05,-9.25E-05,0.01323,0.0051192,-0.3,8.37E-09,3,0.039464,,,,,,,,,,,,,,,,
0.1,4,-25,12,3,-1.83E-11,1.51E-10,-0.00084535,0.00066257,2.68E-05,2.61E-05,-0.0024861,0.0025528,-0.3,8.37E-09,3,0.039464,,,,,,,,,,,,,,,,
0.1,4,-24,12,1,0.089231,4.26E-09,-0.020554,-0.067254,0.01019,-0.082168,-0.029011,0.24292,-0.3,1.9E-08,3,0.041353,,,,,,,,,,,,,,,,
0.1,4,-24,12,2,7.33E-10,-3.99E-11,0.0038603,0.0034659,4.56E-05,-0.00012132,0.017347,0.0065314,-0.3,1.9E-08,3,0.041353,,,,,,,,,,,,,,,,
0.1,4,-24,12,3,-2.3E-11,2.22E-10,-0.0012242,0.00099243,3.99E-05,3.76E-05,-0.0035857,0.0038052,-0.3,1.9E-08,3,0.041353,,,,,,,,,,,,,,,,
0.1,4,-23,12,1,0.10012,4.63E-09,-0.022407,-0.076183,0.011477,-0.08983,-0.032712,0.26558,-0.3,3.49E-08,3,0.043698,,,,,,,,,,,,,,,,
0.1,4,-23,12,2,9.4E-10,-5.74E-11,0.0049905,0.0044174,5.75E-05,-0.00015627,0.022343,0.0082331,-0.3,3.49E-08,3,0.043698,,,,,,,,,,,,,,,,
0.1,4,-23,12,3,-2.94E-11,3.09E-10,-0.0016886,0.0013944,5.6E-05,5.17E-05,-0.0049347,0.0053326,-0.3,3.49E-08,3,0.043698,,,,,,,,,,,,,,,,
0.1,4,-22,12,1,0.11233,5.05E-09,-0.024358,-0.086324,0.0129,-0.097994,-0.036806,0.28972,-0.3,5.58E-08,3,0.046435,,,,,,,,,,,,,,,,
0.1,4,-22,12,2,1.17E-09,-7.45E-11,0.0062228,0.0054817,7.11E-05,-0.00019462,0.027826,0.010178,-0.3,5.58E-08,3,0.046435,,,,,,,,,,,,,,,,
0.1,4,-22,12,3,-3.88E-11,4E-10,-0.0021967,0.00181,7.27E-05,6.73E-05,-0.0064213,0.006924,-0.3,5.58E-08,3,0.046435,,,,,,,,,,,,,,,,
0.1,4,-21,12,1,0.12604,5.47E-09,-0.026397,-0.097834,0.014449,-0.10667,-0.041268,0.31538,-0.3,8.25E-08,3,0.049505,,,,,,,,,,,,,,,,
0.1,4,-21,12,2,1.41E-09,-8.78E-11,0.0074933,0.0066302,8.63E-05,-0.00023462,0.033545,0.012354,-0.3,8.25E-08,3,0.049505,,,,,,,,,,,,,,,,
0.1,4,-21,12,3,-5.23E-11,5.01E-10,-0.0027655,0.0022433,9.02E-05,8.49E-05,-0.0080998,0.0086004,-0.3,8.25E-08,3,0.049505,,,,,,,,,,,,,,,,
0.1,4,-20,12,1,0.14142,5.9E-09,-0.028468,-0.11093,0.016113,-0.11572,-0.046064,0.34214,-0.3,1.16E-07,3,0.052821,,,,,,,,,,,,,,,,
0.1,4,-20,12,2,1.65E-09,-9.04E-11,0.0087111,0.0078202,0.00010293,-0.00027377,0.039143,0.014736,-0.3,1.16E-07,3,0.052821,,,,,,,,,,,,,,,,
0.1,4,-20,12,3,-7.1E-11,6.14E-10,-0.0034228,0.0027148,0.00010957,0.0001054,-0.010052,0.010442,-0.3,1.16E-07,3,0.052821,,,,,,,,,,,,,,,,
0.1,4,-19,12,1,0.15868,6.29E-09,-0.030438,-0.12595,0.017875,-0.12474,-0.051149,0.3688,-0.3,1.58E-07,3,0.056264,,,,,,,,,,,,,,,,
0.1,4,-19,12,2,1.87E-09,-7.75E-11,0.0097453,0.0089786,0.0001205,-0.00030836,0.044088,0.017251,-0.3,1.58E-07,3,0.056264,,,,,,,,,,,,,,,,
0.1,4,-19,12,3,-9.54E-11,7.47E-10,-0.0042144,0.003256,0.00013192,0.00013018,-0.012415,0.012572,-0.3,1.58E-07,3,0.056264,,,,,,,,,,,,,,,,
0.1,4,-18,12,1,0.17804,6.69E-09,-0.032105,-0.14326,0.019673,-0.13311,-0.056351,0.39357,-0.3,2.09E-07,3,0.059554,,,,,,,,,,,,,,,,
0.1,4,-18,12,2,2.04E-09,-4.64E-11,0.01042,0.0099614,0.00013725,-0.00033298,0.047608,0.019648,-0.3,2.09E-07,3,0.059554,,,,,,,,,,,,,,,,
0.1,4,-18,12,3,-1.33E-10,9.23E-10,-0.0052786,0.0039508,0.00016084,0.00016365,-0.015607,0.015328,-0.3,2.09E-07,3,0.059554,,,,,,,,,,,,,,,,
0.1,4,-26,13,1,0.070879,7.11E-09,-0.036316,-0.036069,-0.099266,0.037255,0.08151,0.22194,-0.3,4.45E-12,3,0.034784,,,,,,,,,,,,,,,,
0.1,4,-26,13,2,1.55E-10,2.27E-11,0.00066232,0.00088884,1.47E-05,-2.35E-05,0.0033579,0.0021,-0.3,4.45E-12,3,0.034784,,,,,,,,,,,,,,,,
0.1,4,-26,13,3,1.17E-11,2.9E-11,-8.63E-05,0.00020387,7.43E-06,2.03E-06,-0.00019333,0.00070848,-0.3,4.45E-12,3,0.034784,,,,,,,,,,,,,,,,
0.1,4,-25,13,1,0.079527,7.89E-09,-0.040448,-0.041048,-0.11044,0.040924,0.089516,0.2469,-0.3,2.29E-11,3,0.035086,,,,,,,,,,,,,,,,
0.1,4,-25,13,2,1.86E-10,5.38E-11,0.00066225,0.0011999,2.19E-05,-2.63E-05,0.0037612,0.0031357,-0.3,2.29E-11,3,0.035086,,,,,,,,,,,,,,,,
0.1,4,-25,13,3,3.32E-11,4.79E-11,-7.44E-05,0.00040518,1.43E-05,6.77E-07,-6.51E-05,0.0013651,-0.3,2.29E-11,3,0.035086,,,,,,,,,,,,,,,,
0.1,4,-24,13,1,0.089231,8.67E-09,-0.044776,-0.047257,-0.12198,0.044089,0.096392,0.27268,-0.3,1.69E-10,3,0.03526,,,,,,,,,,,,,,,,
0.1,4,-24,13,2,2.08E-10,1.23E-10,0.00042582,0.0016585,3.47E-05,-2.5E-05,0.0035689,0.0049692,-0.3,1.69E-10,3,0.03526,,,,,,,,,,,,,,,,
0.1,4,-24,13,3,8.25E-11,8.9E-11,-3.4E-05,0.00085619,2.97E-05,-2.82E-06,0.00026738,0.0028301,-0.3,1.69E-10,3,0.03526,,,,,,,,,,,,,,,,
0.1,4,-23,13,1,0.10012,9.38E-09,-0.049017,-0.055228,-0.13311,0.046178,0.10088,0.29754,-0.3,1.79E-09,3,0.035207,,,,,,,,,,,,,,,,
0.1,4,-23,13,2,2.04E-10,2.47E-10,-0.0002161,0.0022579,5.45E-05,-1.55E-05,0.0022092,0.0077973,-0.3,1.79E-09,3,0.035207,,,,,,,,,,,,,,,,
0.1,4,-23,13,3,1.68E-10,1.81E-10,-6.67E-05,0.0017436,6.04E-05,-5.82E-06,0.00055283,0.0057623,-0.3,1.79E-09,3,0.035207,,,,,,,,,,,,,,,,
0.1,4,-22,13,1,0.11233,9.99E-09,-0.052825,-0.065325,-0.14306,0.04701,0.10257,0.31974,-0.3,1.09E-08,3,0.03504,,,,,,,,,,,,,,,,
0.1,4,-22,13,2,1.7E-10,4.12E-10,-0.0012145,0.0029083,7.87E-05,1.86E-06,-0.00027125,0.011258,-0.3,1.09E-08,3,0.03504,,,,,,,,,,,,,,,,
0.1,4,-22,13,3,2.68E-10,3.56E-10,-0.0004427,0.00312,0.00010966,7.38E-07,-7.42E-05,0.010454,-0.3,1.09E-08,3,0.03504,,,,,,,,,,,,,,,,
0.1,4,-21,13,1,0.12604,1.04E-08,-0.055931,-0.077723,-0.15133,0.046732,0.10182,0.33819,-0.3,3.14E-08,3,0.035133,,,,,,,,,,,,,,,,
0.1,4,-21,13,2,1.35E-10,5.83E-10,-0.0022413,0.0035914,0.00010395,1.96E-05,-0.0028039,0.014864,-0.3,3.14E-08,3,0.035133,,,,,,,,,,,,,,,,
0.1,4,-21,13,3,3.43E-10,6.22E-10,-0.0013927,0.0048278,0.00017298,2.55E-05,-0.0024414,0.01649,-0.3,3.14E-08,3,0.035133,,,,,,,,,,,,,,,,
0.1,4,-20,13,1,0.14142,1.08E-08,-0.058389,-0.092351,-0.15823,0.045769,0.099566,0.35354,-0.3,7.31E-08,3,0.035529,,,,,,,,,,,,,,,,
0.1,4,-20,13,2,9.52E-11,7.52E-10,-0.0032851,0.0042376,0.00012847,3.8E-05,-0.0054415,0.01837,-0.3,7.31E-08,3,0.035529,,,,,,,,,,,,,,,,
0.1,4,-20,13,3,3.73E-10,9.34E-10,-0.0028053,0.0065382,0.00023855,6.63E-05,-0.0063287,0.02274,-0.3,7.31E-08,3,0.035529,,,,,,,,,,,,,,,,
0.1,4,-19,13,1,0.15868,1.1E-08,-0.060318,-0.10917,-0.16414,0.044479,0.096597,0.36671,-0.3,1.37E-07,3,0.036079,,,,,,,,,,,,,,,,
0.1,4,-19,13,2,2.88E-11,9.22E-10,-0.0044644,0.0047511,0.00015114,6.08E-05,-0.0087027,0.021609,-0.3,1.37E-07,3,0.036079,,,,,,,,,,,,,,,,
0.1,4,-19,13,3,3.57E-10,1.25E-09,-0.0044893,0.0080445,0.00029835,0.00011736,-0.011199,0.028438,-0.3,1.37E-07,3,0.036079,,,,,,,,,,,,,,,,
0.1,4,-18,13,1,0.17804,1.11E-08,-0.061725,-0.12826,-0.16923,0.043149,0.093552,0.37803,-0.3,2.29E-07,3,0.036736,,,,,,,,,,,,,,,,
0.1,4,-18,13,2,-7.2E-11,1.09E-09,-0.0058189,0.0051087,0.00017177,8.91E-05,-0.01275,0.024557,-0.3,2.29E-07,3,0.036736,,,,,,,,,,,,,,,,
0.1,4,-18,13,3,2.93E-10,1.56E-09,-0.0063432,0.0092715,0.0003493,0.00017558,-0.016751,0.033294,-0.3,2.29E-07,3,0.036736,,,,,,,,,,,,,,,,
0.1,4,-26,14,1,0.070879,6.71E-09,-0.038216,-0.042105,-0.11392,0.0013241,0.067448,0.24485,-0.3,9.84E-12,3,0.03506,,,,,,,,,,,,,,,,
0.1,4,-26,14,2,1.68E-10,-3.01E-11,0.00098956,0.00068783,7.02E-06,-2.93E-05,0.0041866,0.0010064,-0.3,9.84E-12,3,0.03506,,,,,,,,,,,,,,,,
0.1,4,-26,14,3,1.87E-11,3.79E-11,-9.66E-05,0.00028306,1.02E-05,2.01E-06,-0.00019213,0.00097344,-0.3,9.84E-12,3,0.03506,,,,,,,,,,,,,,,,
0.1,4,-25,14,1,0.079527,7.43E-09,-0.042511,-0.047755,-0.12651,0.00097962,0.073848,0.27221,-0.3,5.87E-11,3,0.035468,,,,,,,,,,,,,,,,
0.1,4,-25,14,2,2E-10,-1.99E-11,0.0011019,0.00090177,1.1E-05,-3.38E-05,0.004838,0.0015729,-0.3,5.87E-11,3,0.035468,,,,,,,,,,,,,,,,
0.1,4,-25,14,3,3.89E-11,6.41E-11,-0.00012638,0.00051471,1.83E-05,1.96E-06,-0.00018764,0.0017483,-0.3,5.87E-11,3,0.035468,,,,,,,,,,,,,,,,
0.1,4,-24,14,1,0.089231,8.16E-09,-0.046961,-0.054607,-0.13934,9.14E-05,0.079208,0.30037,-0.3,5.05E-10,3,0.035809,,,,,,,,,,,,,,,,
0.1,4,-24,14,2,2.23E-10,1.43E-11,0.0010442,0.0011893,1.82E-05,-3.51E-05,0.0050189,0.0026049,-0.3,5.05E-10,3,0.035809,,,,,,,,,,,,,,,,
0.1,4,-24,14,3,8.09E-11,1.18E-10,-0.00018579,0.00099445,3.52E-05,1.78E-06,-0.00017056,0.0033519,-0.3,5.05E-10,3,0.035809,,,,,,,,,,,,,,,,
0.1,4,-23,14,1,0.10012,8.83E-09,-0.051256,-0.063135,-0.15143,-0.0016171,0.082377,0.32739,-0.3,4.17E-09,3,0.036004,,,,,,,,,,,,,,,,
0.1,4,-23,14,2,2.21E-10,8.36E-11,0.00068669,0.0015218,2.92E-05,-2.98E-05,0.00426,0.0041758,-0.3,4.17E-09,3,0.036004,,,,,,,,,,,,,,,,
0.1,4,-23,14,3,1.5E-10,2.28E-10,-0.00038924,0.0018895,6.7E-05,4.62E-06,-0.00044318,0.006385,-0.3,4.17E-09,3,0.036004,,,,,,,,,,,,,,,,
0.1,4,-22,14,1,0.11233,9.37E-09,-0.055044,-0.073704,-0.16186,-0.0041418,0.082851,0.35132,-0.3,1.62E-08,3,0.036165,,,,,,,,,,,,,,,,
0.1,4,-22,14,2,1.93E-10,1.72E-10,0.00010651,0.0018261,4.15E-05,-1.91E-05,0.0027229,0.0059415,-0.3,1.62E-08,3,0.036165,,,,,,,,,,,,,,,,
0.1,4,-22,14,3,2.28E-10,4.21E-10,-0.00096352,0.0032456,0.00011642,1.81E-05,-0.0017309,0.011098,-0.3,1.62E-08,3,0.036165,,,,,,,,,,,,,,,,
0.1,4,-21,14,1,0.12604,9.77E-09,-0.058121,-0.086473,-0.17029,-0.007243,0.080945,0.37126,-0.3,3.87E-08,3,0.036583,,,,,,,,,,,,,,,,
0.1,4,-21,14,2,1.66E-10,2.52E-10,-0.00043497,0.0020887,5.26E-05,-8.84E-06,0.0012604,0.0075181,-0.3,3.87E-08,3,0.036583,,,,,,,,,,,,,,,,
0.1,4,-21,14,3,2.83E-10,6.94E-10,-0.0020545,0.0048909,0.00017825,4.81E-05,-0.0045895,0.016991,-0.3,3.87E-08,3,0.036583,,,,,,,,,,,,,,,,
0.1,4,-20,14,1,0.14142,1.01E-08,-0.060582,-0.10135,-0.17725,-0.01054,0.077784,0.38813,-0.3,8.15E-08,3,0.037197,,,,,,,,,,,,,,,,
0.1,4,-20,14,2,1.24E-10,3.29E-10,-0.0010278,0.0022643,6.2E-05,3.37E-06,-0.00048635,0.0088721,-0.3,8.15E-08,3,0.037197,,,,,,,,,,,,,,,,
0.1,4,-20,14,3,2.89E-10,1E-09,-0.00356,0.0064688,0.00023968,9.26E-05,-0.0088408,0.022846,-0.3,8.15E-08,3,0.037197,,,,,,,,,,,,,,,,
0.1,4,-19,14,1,0.15868,1.03E-08,-0.062495,-0.11834,-0.18313,-0.013763,0.074164,0.40263,-0.3,1.48E-07,3,0.037902,,,,,,,,,,,,,,,,
0.1,4,-19,14,2,5.69E-11,4.1E-10,-0.0017656,0.0023352,7.04E-05,1.99E-05,-0.0028515,0.010065,-0.3,1.48E-07,3,0.037902,,,,,,,,,,,,,,,,
0.1,4,-19,14,3,2.45E-10,1.31E-09,-0.0053477,0.0077954,0.00029376,0.00014813,-0.014132,0.028,-0.3,1.48E-07,3,0.037902,,,,,,,,,,,,,,,,
0.1,4,-18,14,1,0.17804,1.04E-08,-0.063878,-0.13757,-0.18809,-0.016775,0.070488,0.41504,-0.3,2.39E-07,3,0.038691,,,,,,,,,,,,,,,,
0.1,4,-18,14,2,-4.01E-11,4.93E-10,-0.0026629,0.0022637,7.69E-05,4.15E-05,-0.0059329,0.010992,-0.3,2.39E-07,3,0.038691,,,,,,,,,,,,,,,,
0.1,4,-18,14,3,1.56E-10,1.61E-09,-0.0072767,0.0088313,0.00033847,0.00020983,-0.020015,0.03226,-0.3,2.39E-07,3,0.038691,,,,,,,,,,,,,,,,
0.1,4,-26,15,1,0.070879,5.88E-09,-0.03711,-0.04921,-0.11068,-0.042043,0.041561,0.26049,-0.3,5.29E-11,3,0.035761,,,,,,,,,,,,,,,,
0.1,4,-26,15,2,2.11E-10,-8.99E-11,0.0015037,0.00060582,4.47E-07,-4.05E-05,0.0057918,6.65E-05,-0.3,5.29E-11,3,0.035761,,,,,,,,,,,,,,,,
0.1,4,-26,15,3,2.43E-11,4.76E-11,-0.00011613,0.00035991,1.3E-05,2.33E-06,-0.00022248,0.0012348,-0.3,5.29E-11,3,0.035761,,,,,,,,,,,,,,,,
0.1,4,-25,15,1,0.079527,6.52E-09,-0.041255,-0.055613,-0.12279,-0.047125,0.045177,0.28953,-0.3,3.57E-10,3,0.036439,,,,,,,,,,,,,,,,
0.1,4,-25,15,2,2.61E-10,-1.07E-10,0.0018412,0.00077154,1.24E-06,-4.99E-05,0.0071304,0.00018042,-0.3,3.57E-10,3,0.036439,,,,,,,,,,,,,,,,
0.1,4,-25,15,3,4.04E-11,7.6E-11,-0.00017844,0.00058202,2.09E-05,3.44E-06,-0.000329,0.0019926,-0.3,3.57E-10,3,0.036439,,,,,,,,,,,,,,,,
0.1,4,-24,15,1,0.089231,7.17E-09,-0.045589,-0.06312,-0.13523,-0.052775,0.048069,0.31984,-0.3,2.36E-09,3,0.037215,,,,,,,,,,,,,,,,
0.1,4,-24,15,2,3.15E-10,-1.19E-10,0.0021705,0.00097707,3.03E-06,-5.94E-05,0.0084934,0.00043748,-0.3,2.36E-09,3,0.037215,,,,,,,,,,,,,,,,
0.1,4,-24,15,3,6.95E-11,1.29E-10,-0.00029661,0.000993,3.56E-05,5.61E-06,-0.00053558,0.0033962,-0.3,2.36E-09,3,0.037215,,,,,,,,,,,,,,,,
0.1,4,-23,15,1,0.10012,7.78E-09,-0.04984,-0.072121,-0.14708,-0.058939,0.049302,0.34957,-0.3,9.55E-09,3,0.03806,,,,,,,,,,,,,,,,
0.1,4,-23,15,2,3.63E-10,-1.21E-10,0.0024215,0.0012082,6.14E-06,-6.73E-05,0.0096285,0.00088167,-0.3,9.55E-09,3,0.03806,,,,,,,,,,,,,,,,
0.1,4,-23,15,3,1.19E-10,2.3E-10,-0.00055667,0.0017439,6.27E-05,1.11E-05,-0.0010581,0.0059804,-0.3,9.55E-09,3,0.03806,,,,,,,,,,,,,,,,
0.1,4,-22,15,1,0.11233,8.3E-09,-0.053641,-0.08303,-0.15722,-0.065397,0.048071,0.37632,-0.3,2.48E-08,3,0.039038,,,,,,,,,,,,,,,,
0.1,4,-22,15,2,4.03E-10,-1.19E-10,0.0026117,0.0014219,9.38E-06,-7.37E-05,0.010539,0.0013464,-0.3,2.48E-08,3,0.039038,,,,,,,,,,,,,,,,
0.1,4,-22,15,3,1.83E-10,4.07E-10,-0.0011229,0.0029454,0.00010681,2.5E-05,-0.0023878,0.010181,-0.3,2.48E-08,3,0.039038,,,,,,,,,,,,,,,,
0.1,4,-21,15,1,0.12604,8.68E-09,-0.056846,-0.095956,-0.16551,-0.071806,0.044891,0.39946,-0.3,4.87E-08,3,0.040139,,,,,,,,,,,,,,,,
0.1,4,-21,15,2,4.24E-10,-1.16E-10,0.0026994,0.0015418,1.14E-05,-7.68E-05,0.010986,0.0016319,-0.3,4.87E-08,3,0.040139,,,,,,,,,,,,,,,,
0.1,4,-21,15,3,2.28E-10,6.53E-10,-0.0021252,0.004402,0.00016171,5.28E-05,-0.0050383,0.015415,-0.3,4.87E-08,3,0.040139,,,,,,,,,,,,,,,,
0.1,4,-20,15,1,0.14142,9.01E-09,-0.059487,-0.11086,-0.17245,-0.077881,0.040851,0.41961,-0.3,8.85E-08,3,0.041256,,,,,,,,,,,,,,,,
0.1,4,-20,15,2,4.11E-10,-1.09E-10,0.0026021,0.0015137,1.16E-05,-7.43E-05,0.010625,0.0016649,-0.3,8.85E-08,3,0.041256,,,,,,,,,,,,,,,,
0.1,4,-20,15,3,2.25E-10,9.39E-10,-0.0035694,0.0058163,0.00021722,9.6E-05,-0.0091606,0.020705,-0.3,8.85E-08,3,0.041256,,,,,,,,,,,,,,,,
0.1,4,-19,15,1,0.15868,9.23E-09,-0.061567,-0.12785,-0.17826,-0.083481,0.036471,0.43703,-0.3,1.54E-07,3,0.042379,,,,,,,,,,,,,,,,
0.1,4,-19,15,2,3.67E-10,-1E-10,0.0023329,0.0013321,9.83E-06,-6.64E-05,0.009492,0.0014099,-0.3,1.54E-07,3,0.042379,,,,,,,,,,,,,,,,
0.1,4,-19,15,3,1.68E-10,1.24E-09,-0.0053465,0.0070177,0.00026693,0.00015171,-0.014472,0.025442,-0.3,1.54E-07,3,0.042379,,,,,,,,,,,,,,,,
0.1,4,-18,15,1,0.17804,9.4E-09,-0.063076,-0.14705,-0.18312,-0.088439,0.032291,0.45194,-0.3,2.43E-07,3,0.043442,,,,,,,,,,,,,,,,
0.1,4,-18,15,2,2.89E-10,-8.63E-11,0.0018741,0.0010126,6.56E-06,-5.28E-05,0.0075486,0.00094179,-0.3,2.43E-07,3,0.043442,,,,,,,,,,,,,,,,
0.1,4,-18,15,3,6.22E-11,1.53E-09,-0.0073506,0.0079721,0.00030918,0.00021638,-0.020639,0.029468,-0.3,2.43E-07,3,0.043442,,,,,,,,,,,,,,,,
0.1,4,-26,16,1,0.070879,4.8E-09,-0.032548,-0.055322,-0.085992,-0.079915,0.0094577,0.26113,-0.3,3.9E-10,3,0.036737,,,,,,,,,,,,,,,,
0.1,4,-26,16,2,2.88E-10,-1.32E-10,0.0020994,0.00077582,-1.01E-06,-5.59E-05,0.0079957,-0.00014031,-0.3,3.9E-10,3,0.036737,,,,,,,,,,,,,,,,
0.1,4,-26,16,3,3.1E-11,6.42E-11,-0.00016629,0.00047559,1.72E-05,3.52E-06,-0.00033619,0.0016373,-0.3,3.9E-10,3,0.036737,,,,,,,,,,,,,,,,
0.1,4,-25,16,1,0.079527,5.33E-09,-0.036119,-0.062416,-0.095083,-0.089018,0.0094272,0.28976,-0.3,2.21E-09,3,0.037764,,,,,,,,,,,,,,,,
0.1,4,-25,16,2,3.68E-10,-1.69E-10,0.0026848,0.00099335,-1.26E-06,-7.15E-05,0.010227,-0.00017537,-0.3,2.21E-09,3,0.037764,,,,,,,,,,,,,,,,
0.1,4,-25,16,3,4.63E-11,9.63E-11,-0.00024931,0.00071343,2.58E-05,5.28E-06,-0.00050382,0.0024561,-0.3,2.21E-09,3,0.037764,,,,,,,,,,,,,,,,
0.1,4,-24,16,1,0.089231,5.86E-09,-0.039884,-0.07058,-0.10445,-0.098836,0.0087044,0.31996,-0.3,7.89E-09,3,0.039084,,,,,,,,,,,,,,,,
0.1,4,-24,16,2,4.71E-10,-2.16E-10,0.0034347,0.0012742,-1.53E-06,-9.15E-05,0.013087,-0.00021318,-0.3,7.89E-09,3,0.039084,,,,,,,,,,,,,,,,
0.1,4,-24,16,3,7.12E-11,1.48E-10,-0.00038499,0.0010967,3.96E-05,8.17E-06,-0.00078022,0.0037765,-0.3,7.89E-09,3,0.039084,,,,,,,,,,,,,,,,
0.1,4,-23,16,1,0.10012,6.37E-09,-0.04369,-0.08008,-0.11355,-0.10916,0.006765,0.35052,-0.3,1.91E-08,3,0.040772,,,,,,,,,,,,,,,,
0.1,4,-23,16,2,6.01E-10,-2.75E-10,0.0043782,0.0016318,-1.77E-06,-0.00011673,0.016692,-0.00024619,-0.3,1.91E-08,3,0.040772,,,,,,,,,,,,,,,,
0.1,4,-23,16,3,1.11E-10,2.34E-10,-0.00061848,0.0017237,6.23E-05,1.33E-05,-0.0012703,0.0059414,-0.3,1.91E-08,3,0.040772,,,,,,,,,,,,,,,,
0.1,4,-22,16,1,0.11233,6.85E-09,-0.04739,-0.091154,-0.12196,-0.11972,0.003366,0.38037,-0.3,3.72E-08,3,0.042754,,,,,,,,,,,,,,,,
0.1,4,-22,16,2,7.41E-10,-3.33E-10,0.0053734,0.0020386,-1.34E-06,-0.00014358,0.020533,-0.00018257,-0.3,3.72E-08,3,0.042754,,,,,,,,,,,,,,,,
0.1,4,-22,16,3,1.59E-10,3.63E-10,-0.0010198,0.0026105,9.48E-05,2.3E-05,-0.0021973,0.009035,-0.3,3.72E-08,3,0.042754,,,,,,,,,,,,,,,,
0.1,4,-21,16,1,0.12604,7.28E-09,-0.050824,-0.10398,-0.12945,-0.13015,-0.0012674,0.40859,-0.3,6.22E-08,3,0.044812,,,,,,,,,,,,,,,,
0.1,4,-21,16,2,8.58E-10,-3.74E-10,0.0061662,0.0024179,2.92E-07,-0.00016548,0.023664,5.21E-05,-0.3,6.22E-08,3,0.044812,,,,,,,,,,,,,,,,
0.1,4,-21,16,3,1.99E-10,5.42E-10,-0.0017177,0.0037074,0.00013586,4.2E-05,-0.004006,0.012951,-0.3,6.22E-08,3,0.044812,,,,,,,,,,,,,,,,
0.1,4,-20,16,1,0.14142,7.64E-09,-0.05381,-0.11875,-0.13581,-0.14001,-0.0067809,0.43411,-0.3,9.54E-08,3,0.046818,,,,,,,,,,,,,,,,
0.1,4,-20,16,2,9.3E-10,-4E-10,0.0066463,0.002647,1.26E-06,-0.00017873,0.025559,0.00019213,-0.3,9.54E-08,3,0.046818,,,,,,,,,,,,,,,,
0.1,4,-20,16,3,2.1E-10,7.74E-10,-0.0028247,0.0049225,0.00018292,7.45E-05,-0.0071078,0.017436,-0.3,9.54E-08,3,0.046818,,,,,,,,,,,,,,,,
0.1,4,-19,16,1,0.15868,7.93E-09,-0.056244,-0.13558,-0.14114,-0.14894,-0.012471,0.45656,-0.3,1.54E-07,3,0.048684,,,,,,,,,,,,,,,,
0.1,4,-19,16,2,9.48E-10,-4.18E-10,0.0068239,0.002657,-1.14E-07,-0.00018295,0.026162,-4.77E-06,-0.3,1.54E-07,3,0.048684,,,,,,,,,,,,,,,,
0.1,4,-19,16,3,1.72E-10,1.05E-09,-0.0043981,0.0061096,0.00023119,0.00012323,-0.011756,0.022036,-0.3,1.54E-07,3,0.048684,,,,,,,,,,,,,,,,
0.1,4,-18,16,1,0.17804,8.15E-09,-0.058051,-0.15463,-0.14555,-0.15672,-0.017779,0.47574,-0.3,2.38E-07,3,0.05036,,,,,,,,,,,,,,,,
0.1,4,-18,16,2,9.14E-10,-4.3E-10,0.006721,0.0024187,-4.72E-06,-0.00017838,0.025509,-0.00066428,-0.3,2.38E-07,3,0.05036,,,,,,,,,,,,,,,,
0.1,4,-18,16,3,7.62E-11,1.35E-09,-0.0063636,0.007133,0.00027565,0.00018625,-0.017765,0.026272,-0.3,2.38E-07,3,0.05036,,,,,,,,,,,,,,,,
0.1,4,-26,17,1,0.070879,3.84E-09,-0.026006,-0.058512,-0.048259,-0.10023,-0.018228,0.2466,-0.3,1.71E-09,3,0.037674,,,,,,,,,,,,,,,,
0.1,4,-26,17,2,3.77E-10,-1.35E-10,0.0025582,0.0012111,4.96E-06,-7.05E-05,0.010088,0.00071382,-0.3,1.71E-09,3,0.037674,,,,,,,,,,,,,,,,
0.1,4,-26,17,3,2.96E-11,8.96E-11,-0.00030067,0.00059598,2.2E-05,7.59E-06,-0.0007247,0.0020927,-0.3,1.71E-09,3,0.037674,,,,,,,,,,,,,,,,
0.1,4,-25,17,1,0.079527,4.22E-09,-0.028747,-0.065986,-0.052919,-0.11108,-0.021285,0.27267,-0.3,6.31E-09,3,0.039004,,,,,,,,,,,,,,,,
0.1,4,-25,17,2,4.88E-10,-1.76E-10,0.0033179,0.0015627,6.25E-06,-9.14E-05,0.013073,0.00089901,-0.3,6.31E-09,3,0.039004,,,,,,,,,,,,,,,,
